,away_team,away_team_errors,away_team_hits,away_team_runs,date,hits_against,runs_against,away_team_win,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins
1956,Pittsburgh Pirates,1,13,7,8/29/16,17,8,0,0,553,592,286,288,30,33
1957,Tampa Bay Rays,0,9,4,8/29/16,14,9,0,0,527,550,274,283,40,23
1958,Toronto Blue Jays,0,7,5,8/29/16,4,1,1,0,506,496,287,235,30,34
1959,Cincinnati Reds,0,8,2,8/29/16,14,9,0,0,547,576,282,361,42,23
1960,Seattle Mariners,3,11,7,8/30/16,15,8,0,0,607,599,316,309,36,32
1961,Arizona Diamondbacks,1,7,4,8/30/16,8,3,1,0,580,567,273,315,48,30
1962,Washington Nationals,0,7,3,8/30/16,3,2,1,0,606,527,343,256,31,38
1963,Miami Marlins,0,9,4,8/30/16,13,7,0,0,664,564,287,290,40,34
1964,St. Louis Cardinals,0,7,2,8/30/16,5,1,1,0,585,542,352,270,42,39
1965,New York Yankees,2,14,5,8/30/16,7,4,1,0,565,542,258,286,34,30
1966,Oakland Athletics,1,5,1,8/30/16,5,3,0,0,578,604,273,342,39,27
1967,Chicago White Sox,2,9,4,8/30/16,11,8,0,0,585,570,264,290,37,28
1968,Minnesota Twins,0,10,4,8/30/16,9,5,0,0,592,624,314,352,42,24
1969,Pittsburgh Pirates,0,4,0,8/30/16,5,3,0,0,566,609,293,296,31,33
1970,Tampa Bay Rays,0,8,4,8/30/16,6,3,1,0,536,564,278,292,40,23
1971,Toronto Blue Jays,0,7,3,8/30/16,7,5,0,0,513,500,292,236,30,35
1972,San Diego Padres,0,7,3,8/30/16,12,7,0,0,515,546,284,305,49,25
1973,Cincinnati Reds,0,11,2,8/30/16,10,4,0,0,555,590,284,370,42,23
1974,Seattle Mariners,0,8,1,8/31/16,12,14,0,0,618,614,323,317,39,32
1975,Arizona Diamondbacks,0,9,2,8/31/16,9,4,0,0,587,575,277,318,49,31
1976,Washington Nationals,0,6,2,8/31/16,2,1,1,0,613,530,346,258,31,39
1977,Miami Marlins,0,7,2,8/31/16,9,5,0,0,673,577,291,297,40,34
1978,St. Louis Cardinals,0,3,1,8/31/16,4,3,0,0,592,547,354,271,42,40
1979,New York Yankees,1,11,5,8/31/16,6,4,1,0,579,549,263,290,36,31
1980,Oakland Athletics,0,8,3,8/31/16,6,4,0,0,583,609,274,345,40,27
1981,Chicago White Sox,0,4,2,8/31/16,9,3,0,0,594,581,268,298,39,28
1982,Los Angeles Dodgers,2,10,10,8/31/16,12,8,1,0,576,513,309,293,34,31
1983,Los Angeles Dodgers,0,6,0,8/31/16,14,7,0,0,586,525,319,301,36,32
1984,Minnesota Twins,0,8,4,8/31/16,12,8,0,0,602,633,318,357,42,24
1985,Pittsburgh Pirates,0,9,5,8/31/16,8,6,0,0,570,614,293,299,31,33
1986,Tampa Bay Rays,0,12,6,8/31/16,12,8,0,0,544,570,282,295,40,24
1987,Toronto Blue Jays,1,9,5,8/31/16,8,3,1,0,520,507,295,241,30,35
1988,San Diego Padres,1,5,1,8/31/16,12,8,0,0,522,558,287,312,49,25
1989,Cincinnati Reds,0,4,0,8/31/16,7,3,0,0,566,600,286,374,42,23
1990,Miami Marlins,1,10,6,9/1/16,9,4,1,0,680,586,293,302,40,34
1991,Chicago White Sox,0,15,5,9/1/16,9,8,0,0,598,590,270,301,39,28
1992,San Francisco Giants,0,3,4,9/1/16,8,5,0,0,567,502,281,258,43,34
1993,San Diego Padres,0,8,6,9/1/16,11,9,0,0,527,570,288,320,50,25
1994,Toronto Blue Jays,2,6,3,9/2/16,8,8,0,0,529,515,300,244,31,36
1995,Los Angeles Angels of Anaheim,2,10,8,9/2/16,13,11,0,0,621,639,311,320,43,27
1996,Milwaukee Brewers,1,3,1,9/2/16,7,0,1,0,494,569,232,313,56,20
1997,Atlanta Braves,0,13,8,9/2/16,9,4,1,0,571,604,254,326,37,29
1998,Boston Red Sox,0,17,16,9/2/16,6,2,1,0,575,481,296,259,29,33
1999,Washington Nationals,0,8,4,9/2/16,4,1,1,0,619,532,348,259,31,40
2000,Chicago White Sox,1,17,11,9/2/16,8,4,1,0,613,599,275,309,39,28
2001,San Diego Padres,1,6,4,9/2/16,13,2,1,0,535,581,294,329,50,25
2002,Detroit Tigers,2,13,7,9/2/16,11,6,1,0,616,606,302,306,33,33
2003,Arizona Diamondbacks,2,10,7,9/2/16,14,14,0,0,596,584,279,322,49,31
2004,Miami Marlins,0,8,2,9/2/16,7,6,0,0,690,595,299,306,41,35
2005,St. Louis Cardinals,1,6,2,9/2/16,11,3,0,0,595,551,355,274,42,40
2006,Houston Astros,1,7,8,9/2/16,13,10,0,0,582,610,321,318,35,32
2007,San Francisco Giants,0,3,1,9/2/16,5,2,0,0,570,510,285,263,43,34
2008,New York Yankees,0,2,0,9/2/16,10,8,0,0,590,555,268,294,37,32
2009,Houston Astros,0,11,4,9/3/16,16,12,0,0,589,623,329,328,36,32
2010,Toronto Blue Jays,0,6,5,9/3/16,13,7,0,0,535,523,303,252,33,36
2011,Los Angeles Angels of Anaheim,0,15,10,9/3/16,9,3,1,0,631,652,319,331,45,27
2012,Milwaukee Brewers,1,14,7,9/3/16,9,4,1,0,497,576,233,313,57,21
2013,Atlanta Braves,1,9,6,9/3/16,6,4,1,0,584,613,262,330,37,30
2014,Boston Red Sox,0,17,11,9/3/16,5,2,1,0,592,487,312,261,29,34
2015,Washington Nationals,0,7,1,9/3/16,6,3,0,0,627,536,352,260,31,41
2016,Chicago White Sox,1,4,3,9/3/16,12,11,0,0,630,607,286,313,40,29
2017,San Diego Padres,0,4,1,9/3/16,9,5,0,0,541,594,298,331,51,26
2018,Detroit Tigers,0,9,2,9/3/16,9,5,0,0,629,617,309,312,35,34
2019,Arizona Diamondbacks,1,14,9,9/3/16,10,4,1,0,606,598,286,336,51,31
2020,Miami Marlins,3,4,3,9/3/16,12,8,0,0,698,602,301,312,41,35
2021,St. Louis Cardinals,1,5,1,9/3/16,12,9,0,0,601,562,357,277,43,40
2022,San Francisco Giants,1,4,3,9/3/16,7,2,1,0,573,515,286,265,43,34
2023,New York Yankees,1,4,0,9/3/16,8,2,0,0,592,565,268,302,37,32
2024,Houston Astros,0,11,7,9/4/16,11,6,1,0,600,639,333,340,36,32
2025,Toronto Blue Jays,0,10,5,9/4/16,8,3,1,0,541,536,308,259,33,36
2026,Los Angeles Angels of Anaheim,0,10,4,9/4/16,8,2,1,0,646,661,329,334,45,28
2027,Milwaukee Brewers,0,11,10,9/4/16,6,0,1,0,511,585,240,317,58,22
2028,Atlanta Braves,0,8,2,9/4/16,5,0,1,0,593,619,268,334,38,31
2029,Boston Red Sox,2,6,0,9/4/16,2,1,0,0,609,492,323,263,29,35
2030,Washington Nationals,0,9,1,9/4/16,9,5,0,0,634,542,353,263,31,41
2031,Chicago White Sox,0,16,13,9/4/16,18,11,1,0,634,619,289,324,41,29
2032,San Diego Padres,0,7,4,9/4/16,9,7,0,0,545,603,299,336,51,26
2033,Detroit Tigers,0,13,6,9/4/16,7,5,1,0,638,626,311,317,35,34
2034,Arizona Diamondbacks,1,10,8,9/4/16,11,5,1,0,620,608,295,340,52,32
2035,Miami Marlins,0,11,5,9/4/16,10,6,0,0,702,614,304,320,44,35
2036,St. Louis Cardinals,0,5,5,9/4/16,11,2,1,0,606,574,358,286,44,40
2037,San Francisco Giants,0,4,2,9/4/16,10,3,0,0,577,522,289,267,44,35
2038,New York Yankees,0,7,5,9/4/16,6,2,1,0,596,573,268,304,38,32
2039,Houston Astros,1,11,6,9/5/16,7,2,1,0,611,650,340,346,36,33
2040,Atlanta Braves,0,11,4,9/5/16,9,6,0,0,601,624,270,334,38,32
2041,Baltimore Orioles,0,9,7,9/5/16,2,3,1,0,597,592,294,327,33,29
2042,Texas Rangers,0,7,6,9/5/16,14,14,0,0,588,570,286,302,39,35
2043,Boston Red Sox,0,7,1,9/5/16,6,2,0,0,615,494,323,264,31,35
2044,St. Louis Cardinals,0,14,12,9/5/16,12,6,1,0,611,585,363,288,44,41
2045,Los Angeles Angels of Anaheim,0,14,10,9/5/16,11,7,1,0,656,669,333,336,45,29
2046,Toronto Blue Jays,0,8,3,9/5/16,8,5,0,0,551,544,313,262,33,37
2047,Kansas City Royals,0,16,11,9/5/16,12,5,1,0,582,553,234,283,43,28
2048,Chicago Cubs,0,10,7,9/5/16,6,2,1,0,615,469,340,252,47,37
2049,Philadelphia Phillies,0,8,6,9/5/16,6,2,1,0,580,622,278,342,35,30
2050,Arizona Diamondbacks,0,4,2,9/5/16,11,10,0,0,630,619,303,345,53,33
2051,San Francisco Giants,0,2,0,9/5/16,6,6,0,0,581,532,291,270,44,35
2052,New York Mets,0,10,5,9/5/16,8,0,1,0,569,611,260,268,38,33
2053,Detroit Tigers,0,9,5,9/5/16,10,3,1,0,651,633,317,322,35,35
2054,Atlanta Braves,2,11,7,9/6/16,12,9,0,0,612,633,274,340,38,32
2055,Baltimore Orioles,1,14,11,9/6/16,8,2,1,0,606,594,301,330,33,30
2056,Texas Rangers,2,15,10,9/6/16,12,7,1,0,595,584,292,316,39,35
2057,Boston Red Sox,0,10,5,9/6/16,9,1,1,0,622,500,324,266,31,35
2058,St. Louis Cardinals,2,15,9,9/6/16,12,7,1,0,625,597,375,294,44,42
2059,Los Angeles Angels of Anaheim,0,5,2,9/6/16,4,3,0,0,670,680,343,343,45,30
2060,Toronto Blue Jays,1,11,6,9/6/16,7,7,0,0,559,552,316,267,33,37
2061,Kansas City Royals,0,10,10,9/6/16,8,3,1,0,598,565,245,288,43,29
2062,Chicago Cubs,2,8,5,9/6/16,16,12,0,0,625,475,347,254,47,38
2063,Philadelphia Phillies,1,10,4,9/6/16,7,3,1,0,588,628,284,344,35,31
2064,Arizona Diamondbacks,0,4,2,9/6/16,11,5,0,0,634,630,305,355,53,33
2065,San Francisco Giants,0,8,3,9/6/16,4,2,1,0,583,538,291,276,44,35
2066,Houston Astros,1,7,4,9/6/16,7,3,1,0,622,657,346,348,37,34
2067,New York Mets,1,8,5,9/6/16,5,3,1,0,579,619,265,268,38,34
2068,Detroit Tigers,0,7,0,9/6/16,8,2,0,0,660,643,322,325,35,36
2069,Atlanta Braves,0,13,4,9/7/16,15,5,0,0,623,645,281,349,40,32
2070,Baltimore Orioles,0,10,6,9/7/16,13,7,0,0,620,602,312,332,34,31
2071,Texas Rangers,0,7,3,9/7/16,8,8,0,0,610,596,302,323,41,36
2072,Boston Red Sox,0,9,7,9/7/16,7,2,1,0,632,509,329,267,31,36
2073,St. Louis Cardinals,0,9,3,9/7/16,11,4,0,0,640,609,384,301,46,43
2074,Los Angeles Angels of Anaheim,1,2,1,9/7/16,10,4,0,0,675,684,345,346,45,30
2075,Toronto Blue Jays,1,5,0,9/7/16,9,2,0,0,570,559,322,274,34,37
2076,Kansas City Royals,1,11,5,9/7/16,12,6,0,0,608,573,255,291,43,30
2077,Chicago Cubs,0,3,1,9/7/16,5,2,0,0,633,491,352,266,49,38
2078,Philadelphia Phillies,1,4,0,9/7/16,13,6,0,0,598,635,288,347,36,32
2079,Arizona Diamondbacks,0,7,1,9/7/16,4,3,0,0,638,641,307,360,53,33
2080,San Francisco Giants,0,13,5,9/7/16,11,6,0,0,591,542,294,278,44,36
2081,Houston Astros,0,12,5,9/7/16,12,6,0,0,629,664,350,351,38,35
2082,New York Mets,0,13,6,9/7/16,13,3,1,0,587,624,270,271,39,35
2083,Detroit Tigers,1,10,4,9/7/16,13,7,0,0,667,651,322,327,35,36
2084,Philadelphia Phillies,1,6,4,9/8/16,5,1,1,0,602,648,288,353,37,32
2085,Milwaukee Brewers,2,17,12,9/8/16,11,5,1,0,522,591,250,317,58,23
2086,Texas Rangers,0,8,3,9/8/16,11,6,0,0,617,604,305,331,41,36
2087,Colorado Rockies,2,8,1,9/8/16,12,14,0,0,568,536,290,277,40,30
2088,Cincinnati Reds,0,6,1,9/8/16,11,4,0,0,570,607,286,377,42,23
2089,Tampa Bay Rays,1,12,4,9/8/16,10,5,0,0,556,582,288,303,40,24
2090,Houston Astros,0,9,7,9/8/16,9,10,0,0,641,676,355,357,38,35
2091,Philadelphia Phillies,0,7,4,9/9/16,9,5,0,0,608,653,292,354,38,33
2092,Boston Red Sox,1,18,13,9/9/16,9,3,1,0,641,516,336,269,31,37
2093,Milwaukee Brewers,1,9,3,9/9/16,5,4,0,0,539,602,262,322,60,24
2094,Colorado Rockies,0,9,4,9/9/16,5,1,1,0,576,548,291,291,42,30
2095,Cincinnati Reds,0,10,4,9/9/16,10,3,1,0,576,618,287,381,42,23
2096,Seattle Mariners,0,6,3,9/9/16,7,2,1,0,626,626,324,331,39,32
2097,Tampa Bay Rays,0,12,5,9/9/16,9,7,0,0,568,592,292,308,41,24
2098,Cleveland Indians,1,9,5,9/9/16,6,4,1,0,559,531,274,271,40,34
2099,Los Angeles Dodgers,0,7,1,9/9/16,8,4,0,0,592,539,319,308,36,32
2100,Chicago Cubs,0,5,2,9/9/16,7,0,1,0,636,496,353,268,49,38
2101,Baltimore Orioles,0,5,3,9/9/16,9,4,0,0,630,615,318,339,34,31
2102,Kansas City Royals,1,7,2,9/9/16,13,7,0,0,619,585,260,297,44,30
2103,New York Mets,0,6,6,9/9/16,11,4,1,0,600,637,276,274,39,36
2104,San Francisco Giants,0,12,7,9/9/16,10,6,1,0,604,553,299,284,44,36
2105,Texas Rangers,0,8,2,9/9/16,4,1,1,0,625,615,308,337,41,36
2106,New York Mets,0,7,3,9/10/16,8,4,0,0,606,648,282,278,39,37
2107,San Francisco Giants,0,19,11,9/10/16,5,3,1,0,616,563,306,290,44,37
2108,Texas Rangers,1,12,8,9/10/16,9,5,1,0,633,619,310,338,41,37
2109,Philadelphia Phillies,0,5,0,9/10/16,7,3,0,0,615,662,296,359,38,33
2110,Boston Red Sox,1,4,2,9/10/16,6,3,0,0,659,525,349,272,32,38
2111,Milwaukee Brewers,1,6,1,9/10/16,8,5,0,0,548,607,265,326,61,24
2112,Colorado Rockies,1,4,3,9/10/16,8,6,0,0,585,553,295,292,42,31
2113,Cincinnati Reds,1,15,8,9/10/16,10,7,1,0,586,628,291,384,42,24
2114,Seattle Mariners,1,17,14,9/10/16,9,3,1,0,632,633,327,333,39,33
2115,Tampa Bay Rays,1,6,1,9/10/16,6,5,0,0,580,601,297,315,41,24
2116,Cleveland Indians,0,7,1,9/10/16,7,2,0,0,568,537,279,275,41,35
2117,Los Angeles Dodgers,1,8,5,9/10/16,2,0,1,0,599,547,320,312,36,32
2118,Chicago Cubs,1,2,1,9/10/16,5,2,0,0,641,503,355,268,49,39
2119,Baltimore Orioles,0,12,11,9/10/16,8,3,1,0,635,624,321,343,34,31
2120,Kansas City Royals,0,7,6,9/10/16,13,5,1,0,626,598,262,304,45,30
2121,Philadelphia Phillies,0,7,2,9/11/16,4,3,0,0,620,669,296,362,38,33
2122,Boston Red Sox,2,11,11,9/11/16,8,8,1,0,663,531,351,275,33,38
2123,Milwaukee Brewers,1,4,2,9/11/16,5,1,1,0,554,615,266,331,62,24
2124,Colorado Rockies,0,7,3,9/11/16,5,2,1,0,589,561,298,298,43,31
2125,Cincinnati Reds,1,13,8,9/11/16,7,0,1,0,601,638,299,391,43,25
2126,Seattle Mariners,0,12,3,9/11/16,7,2,1,0,649,642,341,336,40,34
2127,Tampa Bay Rays,1,9,4,9/11/16,7,2,1,0,586,607,298,320,42,24
2128,Cleveland Indians,1,13,7,9/11/16,5,1,1,0,575,544,280,277,41,35
2129,Los Angeles Dodgers,2,4,0,9/11/16,10,3,0,0,607,549,325,312,37,33
2130,Chicago Cubs,0,10,9,9/11/16,7,5,1,0,643,508,356,270,50,39
2131,Baltimore Orioles,0,8,3,9/11/16,5,1,1,0,647,632,332,346,34,32
2132,Kansas City Royals,0,10,2,9/11/16,2,0,1,0,633,611,268,309,45,31
2133,New York Mets,0,11,10,9/11/16,11,3,1,0,613,656,285,282,39,37
2134,San Francisco Giants,0,8,5,9/11/16,11,3,1,0,635,568,317,293,44,38
2135,Texas Rangers,0,5,2,9/11/16,8,3,0,0,645,628,318,343,42,38
2136,Seattle Mariners,1,11,8,9/12/16,6,1,1,0,661,649,344,338,40,35
2137,New York Mets,0,5,1,9/12/16,10,8,0,0,624,667,295,285,39,38
2138,Tampa Bay Rays,0,4,2,9/12/16,6,3,0,0,595,614,302,322,43,25
2139,Chicago Cubs,0,7,4,9/12/16,1,1,1,0,653,515,365,275,50,40
2140,San Diego Padres,0,9,4,9/12/16,5,0,1,0,552,612,303,343,51,26
2141,Pittsburgh Pirates,1,5,2,9/12/16,9,6,0,0,579,622,298,305,31,33
2142,Los Angeles Dodgers,0,12,8,9/12/16,5,2,1,0,611,559,325,315,39,33
2143,Oakland Athletics,0,17,16,9/12/16,7,3,1,0,591,615,277,349,40,27
2144,Texas Rangers,0,9,4,9/12/16,7,3,1,0,650,636,320,346,42,38
2145,Minnesota Twins,0,5,2,9/12/16,6,4,0,0,610,645,322,365,42,24
2146,Milwaukee Brewers,0,6,0,9/12/16,7,3,0,0,558,620,268,332,63,25
2147,Cleveland Indians,2,8,4,9/12/16,16,11,0,0,588,549,287,278,42,36
2148,Baltimore Orioles,1,2,2,9/12/16,16,12,0,0,655,637,335,347,34,33
2149,Miami Marlins,1,17,7,9/12/16,17,12,0,0,713,624,309,326,44,35
2150,Colorado Rockies,1,14,9,9/12/16,16,12,0,0,596,566,301,300,43,32
2151,New York Mets,1,12,4,9/13/16,8,3,1,0,629,677,296,293,39,38
2152,Tampa Bay Rays,0,7,6,9/13/16,9,2,1,0,599,620,304,325,43,25
2153,Chicago Cubs,0,4,2,9/13/16,7,4,0,0,660,516,369,276,50,41
2154,San Diego Padres,0,12,6,9/13/16,12,4,1,0,561,617,307,343,51,27
2155,Pittsburgh Pirates,1,7,5,9/13/16,6,3,1,0,584,631,300,311,32,33
2156,Los Angeles Dodgers,0,5,0,9/13/16,8,3,0,0,623,564,333,317,39,34
2157,Oakland Athletics,1,6,5,9/13/16,10,4,1,0,608,622,293,352,40,28
2158,Texas Rangers,0,6,3,9/13/16,4,2,1,0,659,643,324,349,42,39
2159,Minnesota Twins,0,13,8,9/13/16,6,1,1,0,615,651,324,369,42,24
2160,Milwaukee Brewers,2,4,4,9/13/16,10,6,0,0,564,627,268,335,63,25
2161,Cleveland Indians,0,6,1,9/13/16,9,8,0,0,596,565,291,289,44,36
2162,Baltimore Orioles,1,9,6,9/13/16,9,3,1,0,657,653,337,359,35,33
2163,Miami Marlins,1,10,7,9/13/16,9,5,1,0,730,641,316,338,45,35
2164,Colorado Rockies,0,8,4,9/13/16,17,11,0,0,610,582,310,312,44,32
2165,Seattle Mariners,1,10,8,9/13/16,3,0,1,0,672,655,352,339,41,36
2166,New York Mets,0,3,0,9/14/16,6,1,0,0,641,685,300,296,40,39
2167,Tampa Bay Rays,1,13,8,9/14/16,2,1,1,0,606,629,310,327,43,26
2168,Chicago Cubs,0,12,7,9/14/16,3,0,1,0,664,523,371,280,50,41
2169,San Diego Padres,0,8,3,9/14/16,4,1,1,0,573,629,313,347,51,28
2170,Pittsburgh Pirates,2,9,2,9/14/16,15,6,0,0,591,637,305,314,33,34
2171,Los Angeles Dodgers,1,4,2,9/14/16,3,0,1,0,628,572,333,320,39,34
2172,Oakland Athletics,0,13,8,9/14/16,4,0,1,0,614,632,298,356,41,29
2173,Texas Rangers,0,8,4,9/14/16,12,8,0,0,665,647,327,351,42,40
2174,Minnesota Twins,0,6,6,9/14/16,13,9,0,0,628,657,332,370,42,25
2175,Milwaukee Brewers,1,6,7,9/14/16,6,0,1,0,568,637,272,341,65,25
2176,Cleveland Indians,1,10,6,9/14/16,6,1,1,0,602,574,292,297,44,36
2177,Baltimore Orioles,1,5,1,9/14/16,4,0,1,0,666,662,343,362,36,34
2178,Miami Marlins,0,8,7,9/14/16,9,5,1,0,740,650,323,343,46,36
2179,Colorado Rockies,2,13,6,9/14/16,17,11,0,0,618,599,314,323,44,32
2180,Seattle Mariners,0,6,2,9/14/16,5,1,1,0,682,658,360,339,42,37
2181,St. Louis Cardinals,1,5,2,9/15/16,12,6,0,0,649,620,387,305,46,43
2182,Pittsburgh Pirates,0,13,15,9/15/16,5,2,1,0,600,652,307,320,35,34
2183,Oakland Athletics,1,16,14,9/15/16,9,5,1,0,627,636,306,356,41,30
2184,Minnesota Twins,0,11,5,9/15/16,9,1,1,0,634,670,338,379,42,25
2185,Milwaukee Brewers,0,7,5,9/15/16,10,4,1,0,574,643,279,341,66,26
2186,Cleveland Indians,0,4,1,9/15/16,9,2,0,0,612,580,298,298,45,37
2187,New York Yankees,0,14,5,9/15/16,9,7,0,0,603,579,273,306,38,33
2188,Tampa Bay Rays,1,12,7,9/15/16,9,6,1,0,619,631,318,328,44,27
2189,Los Angeles Dodgers,0,9,3,9/15/16,6,7,0,0,632,575,335,320,40,35
2190,Toronto Blue Jays,1,10,7,9/15/16,6,2,1,0,575,568,322,276,35,37
2191,Houston Astros,0,10,6,9/16/16,3,0,1,0,650,685,362,367,38,35
2192,Miami Marlins,0,13,3,9/16/16,13,4,0,0,748,659,330,348,46,37
2193,Minnesota Twins,0,3,0,9/16/16,7,3,0,0,645,679,343,380,42,26
2194,Chicago White Sox,1,11,7,9/16/16,7,4,1,0,650,637,302,335,41,30
2195,San Diego Padres,1,10,7,9/16/16,14,8,0,0,581,633,316,348,51,29
2196,Detroit Tigers,3,5,4,9/16/16,14,11,0,0,677,664,326,334,36,36
2197,Pittsburgh Pirates,1,12,9,9/16/16,9,7,1,0,613,657,322,322,35,35
2198,Milwaukee Brewers,1,10,4,9/16/16,11,5,0,0,581,653,284,345,66,27
2199,New York Yankees,0,9,4,9/16/16,12,7,0,0,617,588,278,313,38,33
2200,Tampa Bay Rays,2,10,4,9/16/16,9,5,0,0,631,640,325,334,45,28
2201,Washington Nationals,1,12,7,9/16/16,9,2,1,0,643,551,354,268,31,41
2202,Oakland Athletics,1,10,6,9/16/16,12,7,0,0,643,645,320,361,42,31
2203,St. Louis Cardinals,1,7,2,9/16/16,7,8,0,0,654,632,389,311,47,43
2204,Los Angeles Dodgers,0,5,3,9/16/16,6,2,1,0,641,581,338,327,40,35
2205,Toronto Blue Jays,0,10,5,9/16/16,8,0,1,0,585,574,329,278,36,38
2206,Oakland Athletics,0,12,11,9/17/16,6,2,1,0,653,657,326,368,43,31
2207,St. Louis Cardinals,1,7,3,9/17/16,9,2,1,0,661,639,391,319,48,43
2208,Houston Astros,0,5,2,9/17/16,7,1,1,0,660,688,368,367,38,36
2209,Miami Marlins,0,3,0,9/17/16,11,8,0,0,761,672,333,352,46,37
2210,Minnesota Twins,0,8,2,9/17/16,10,3,0,0,648,686,343,383,42,26
2211,Chicago White Sox,0,8,2,9/17/16,7,3,0,0,661,644,309,339,42,31
2212,San Diego Padres,0,4,0,9/17/16,12,8,0,0,591,647,323,356,52,29
2213,Detroit Tigers,0,4,0,9/17/16,4,1,0,0,682,678,330,345,39,36
2214,Pittsburgh Pirates,0,11,7,9/17/16,7,3,1,0,625,666,331,329,36,36
2215,Pittsburgh Pirates,2,11,10,9/17/16,11,4,1,0,636,673,338,332,36,37
2216,Milwaukee Brewers,0,8,11,9/17/16,8,3,1,0,591,664,288,350,67,27
2217,New York Yankees,0,9,5,9/17/16,10,6,0,0,626,600,282,320,38,33
2218,Tampa Bay Rays,0,6,5,9/17/16,7,2,1,0,641,649,329,339,47,28
2219,Washington Nationals,0,7,3,9/17/16,13,7,0,0,655,560,361,270,32,42
2220,Los Angeles Dodgers,1,11,6,9/17/16,6,2,1,0,646,587,341,329,40,36
2221,Toronto Blue Jays,3,10,1,9/17/16,8,6,0,0,595,582,334,278,36,39
2222,Oakland Athletics,1,8,5,9/18/16,8,2,1,0,665,663,337,370,43,32
2223,St. Louis Cardinals,2,9,3,9/18/16,5,0,1,0,668,648,394,321,49,44
2224,Houston Astros,0,5,3,9/18/16,12,7,0,0,665,695,370,368,38,37
2225,Miami Marlins,0,8,5,9/18/16,8,4,1,0,764,683,333,360,46,37
2226,Minnesota Twins,1,8,2,9/18/16,7,3,0,0,656,696,345,386,42,26
2227,Chicago White Sox,1,11,3,9/18/16,12,10,0,0,669,651,311,342,42,31
2228,San Diego Padres,0,6,3,9/18/16,10,6,0,0,595,659,323,364,52,29
2229,Detroit Tigers,2,11,9,9/18/16,7,5,1,0,686,682,330,346,39,36
2230,Pittsburgh Pirates,1,7,4,9/18/16,14,7,0,0,647,684,348,336,38,38
2231,Milwaukee Brewers,0,7,3,9/18/16,9,1,1,0,599,672,299,353,67,28
2232,New York Yankees,1,11,4,9/18/16,10,5,0,0,635,610,287,326,38,33
2233,Tampa Bay Rays,1,6,1,9/18/16,8,2,0,0,647,656,334,341,47,29
2234,Washington Nationals,0,7,2,9/18/16,12,6,0,0,662,573,364,277,32,42
2235,Los Angeles Dodgers,1,10,9,9/18/16,16,10,0,0,657,593,347,331,41,37
2236,Toronto Blue Jays,1,4,0,9/18/16,10,4,0,0,605,590,335,284,39,39
2237,Los Angeles Angels of Anaheim,0,5,2,9/19/16,12,3,0,0,677,694,346,350,46,30
2238,Toronto Blue Jays,0,8,3,9/19/16,3,2,1,0,609,600,335,288,40,39
2239,Arizona Diamondbacks,1,7,2,9/19/16,8,3,0,0,645,645,308,363,53,33
2240,Houston Astros,0,7,4,9/19/16,3,2,1,0,670,707,373,375,38,37
2241,Atlanta Braves,0,13,7,9/19/16,8,3,1,0,636,660,285,354,40,32
2242,Washington Nationals,2,9,3,9/19/16,7,4,0,0,669,585,366,283,32,42
2243,San Francisco Giants,0,3,1,9/19/16,6,2,0,0,643,579,322,296,44,39
2244,Chicago White Sox,1,9,3,9/19/16,12,8,0,0,680,663,314,352,43,31
2245,St. Louis Cardinals,0,11,5,9/19/16,8,3,1,0,677,653,397,321,51,45
2246,Cincinnati Reds,0,6,2,9/19/16,9,5,0,0,614,645,307,391,44,26
2247,Boston Red Sox,0,9,5,9/19/16,4,2,1,0,674,539,362,283,35,39
2248,Los Angeles Angels of Anaheim,0,8,4,9/20/16,12,5,0,0,682,706,348,353,46,30
2249,New York Yankees,1,10,5,9/20/16,5,3,1,0,646,620,291,331,39,33
2250,Toronto Blue Jays,0,14,10,9/20/16,7,2,1,0,617,603,338,290,40,40
2251,Arizona Diamondbacks,0,4,2,9/20/16,4,5,0,0,652,653,310,366,54,33
2252,Chicago White Sox,1,10,6,9/20/16,12,7,0,0,689,675,317,360,44,31
2253,Houston Astros,0,8,2,9/20/16,3,1,1,0,677,710,377,377,38,38
2254,Atlanta Braves,0,10,5,9/20/16,9,4,1,0,649,668,292,357,40,33
2255,Detroit Tigers,0,11,8,9/20/16,3,1,1,0,697,689,339,351,41,37
2256,Pittsburgh Pirates,2,13,6,9/20/16,7,3,1,0,654,698,352,343,39,38
2257,Washington Nationals,0,4,0,9/20/16,3,1,0,0,678,592,369,287,34,42
2258,San Francisco Giants,1,11,2,9/20/16,9,0,1,0,646,585,323,298,44,39
2259,St. Louis Cardinals,0,14,10,9/20/16,12,5,1,0,688,661,402,324,51,46
2260,Kansas City Royals,1,6,1,9/20/16,5,2,0,0,643,613,270,309,45,32
2261,Cincinnati Reds,0,7,1,9/20/16,11,6,0,0,620,654,309,396,44,26
2262,Boston Red Sox,0,11,5,9/20/16,6,2,1,0,683,543,367,285,35,40
2263,Los Angeles Angels of Anaheim,0,8,5,9/21/16,8,4,1,0,690,718,352,358,46,30
2264,New York Yankees,0,17,11,9/21/16,8,5,1,0,656,625,296,334,40,34
2265,Toronto Blue Jays,2,6,1,9/21/16,6,2,0,0,631,610,348,292,40,41
2266,Arizona Diamondbacks,0,5,3,9/21/16,4,2,1,0,656,657,312,371,54,33
